FEI Number,Legal Name,State,Country/Area,Product Type,Action Taken Date,Action Type,Case/Injunction ID
3017417670,For Our Vets LLC dba Patriot Supreme,Arizona,United States,Drugs,2020-10-16,Warning Letter,611043
3016681443,"Quimica Magna de Mexico, S.A. de C.V.",-,Mexico,Drugs,2020-10-15,Warning Letter,608751
3017172003,LVWellness & Aesthetics,Texas,United States,Devices,2020-10-15,Warning Letter,609821
3002523846,RLC Labs Inc.,Arizona,United States,Drugs,2020-10-09,Warning Letter,607596
3009876430,Shilpa Medicare Limited,-,India,Drugs,2020-10-09,Warning Letter,607877
3010704905,Surgery Pharmacy Services Inc,Tennessee,United States,Drugs,2020-10-09,Warning Letter,610130
3013676321,"KVK-Tech, Inc.",Pennsylvania,United States,Drugs,2020-10-08,Warning Letter,608236
3017261913,Griffo Botanicals,California,United States,Drugs,2020-10-07,Warning Letter,610434
3010698648,Prairie Dawn Herbs,Colorado,United States,Drugs,2020-10-07,Warning Letter,610877
3010421557,West Coast Nuclear Pharmacy,Florida,United States,Drugs,2020-10-06,Warning Letter,604169
3016585233,HALODERM INC,California,United States,Drugs,2020-10-06,Warning Letter,608852
3017022440,Oneness Labs,California,United States,Drugs,2020-10-06,Warning Letter,608918
1523658,Battelle Memorial Institute,Ohio,United States,Devices,2020-10-06,Warning Letter,610928
3014662883,"PHYSICIAN 360, INC.",Texas,United States,Devices,2020-10-05,Warning Letter,604202
3017124563,Trask & Roth Research and Manufacturing,Arizona,United States,Devices,2020-10-05,Warning Letter,609565
3017381013,USARxMedicine,Minnesota,United States,Drugs,2020-10-01,Warning Letter,610865
3017361142,Tonic Therapeutic Herb Shop & Elixir Bar,West Virginia,United States,Drugs,2020-09-29,Warning Letter,610727
3015316526,Medoz Pharmacy of Polk Inc,Florida,United States,Drugs,2020-09-25,Warning Letter,610467
3007187282,Panacea Biotec Pharma Limited,-,India,Drugs,2020-09-24,Warning Letter,607837
3004737602,"LEC Custom Products, Inc.",-,Canada,Drugs,2020-09-24,Warning Letter,607838
3011158388,Nephron Sterile Compounding Center LLC,South Carolina,United States,Drugs,2020-09-22,Warning Letter,610867
3015694227,CURRAX PHARMACEUTICALS LLC,New Jersey,United States,Drugs,2020-09-22,Warning Letter,610942
3010177428,Randol Mill Pharmacy,Texas,United States,Drugs,2020-09-17,Warning Letter,610545
3006372310,"Intrathecal Compounding Specialists, LLC",Louisiana,United States,Drugs,2020-09-16,Warning Letter,610639
3003734940,Coupler LLC,Pennsylvania,United States,Drugs,2020-09-15,Warning Letter,607662
3000205427,HNC Products Inc.,Illinois,United States,Drugs,2020-09-10,Warning Letter,607359
3015235235,"First Royal Care Co. LLC, dba Red Mountain Compounding Pharmacy",Arizona,United States,Drugs,2020-09-10,Warning Letter,610384
3015131327,Integrated Health Concepts Inc.,California,United States,Drugs,2020-09-10,Warning Letter,610546
3014435648,"Foothills Professional Pharmacy, LTD",Arizona,United States,Drugs,2020-09-09,Warning Letter,598883
3010241801,"Vital Care Compounder, Inc",Mississippi,United States,Drugs,2020-09-09,Warning Letter,610477
3010910756,Mayon's Pharmaceuticals Private Ltd,-,India,Drugs,2020-09-04,Warning Letter,607388
3008477155,Ocular Therapeutix Inc.,Massachusetts,United States,Devices,2020-09-02,Warning Letter,564663
3013446837,Accurate RX Pharmacy Consulting LLC,Missouri,United States,Drugs,2020-09-02,Warning Letter,604449
3017057025,Thomas Meds,-,New Zealand,Drugs,2020-09-02,Warning Letter,609075
3017166483,1 Party At A Time,North Carolina,United States,Drugs,2020-09-01,Warning Letter,609781
3015867295,"Sprout Pharmaceuticals, Inc",North Carolina,United States,Drugs,2020-08-31,Warning Letter,610569
1000149906,"Kalchem International, Inc.",Oklahoma,United States,Drugs,2020-08-27,Warning Letter,607098
3020499006,KDNA Life Sciences LLC,Montana,United States,Biologics,2020-08-27,Warning Letter,607852
1619076,"Calvin Scott & Company, Inc.",New Mexico,United States,Drugs,2020-08-25,Warning Letter,606987
3007801999,PT. MegaSurya Mas,-,Indonesia,Drugs,2020-08-24,Warning Letter,604366
3003227156,Tianish Laboratories Private Limited,-,India,Drugs,2020-08-20,Warning Letter,607508
3017177812,"Living Senior, LLC",Nevada,United States,Drugs,2020-08-19,Warning Letter,609864
3011249515,Arrayit Corporation,California,United States,Devices,2020-08-18,Warning Letter,608068
3016879502,"DXALLERGY SOLUTIONS, LLC",Delaware,United States,Devices,2020-08-18,Warning Letter,608068
3016877959,Pomegranate Consulting Ltd dba Glorious One-Pot Meals,Colorado,United States,Devices,2020-08-18,Warning Letter,608068
3016877951,"Pomegranate Consulting, LLC",Colorado,United States,Devices,2020-08-18,Warning Letter,608068
3012294783,"Wuhan Lotuxs Technology Co., Ltd.",-,China,Devices,2020-08-18,Warning Letter,608493
3013213867,Silkprousa LLC,Florida,United States,Devices,2020-08-18,Warning Letter,608493
3016891901,PA Green Wellness LLC,Pennsylvania,United States,Biologics,2020-08-17,Warning Letter,608144
3012707547,"Predictive Biotech, Inc.",Nevada,United States,Biologics,2020-08-17,Warning Letter,608144
3012707547,"Predictive Biotech, Inc.",Nevada,United States,Biologics,2020-08-17,Warning Letter,608322
3006691461,"Acella Pharmaceuticals, LLC",Georgia,United States,Drugs,2020-08-14,Warning Letter,604438
3017175471,SilveryGuy,-,Singapore,Drugs,2020-08-14,Warning Letter,609843
3003821988,Somerset Therapeutics Limited,-,India,Drugs,2020-08-13,Warning Letter,606700
3011849882,Banco Vida Corp.,Puerto Rico,United States,Biologics,2020-08-12,Warning Letter,606288
3015766791,Invitrx Therapeutics,Puerto Rico,United States,Biologics,2020-08-12,Warning Letter,606288
3015767533,Laboratorio Banco Vida,Puerto Rico,United States,Biologics,2020-08-12,Warning Letter,606288
1931251,Primus Corporation dba Trinity Biotech,Missouri,United States,Devices,2020-08-12,Warning Letter,607698
3014680732,"Oxford Medical Instruments USA, Inc.",California,United States,Drugs,2020-08-11,Warning Letter,609104
3017125382,BK Korea Corporation,Florida,United States,Drugs,2020-08-07,Warning Letter,609528
3017124473,H-Lab Life,Florida,United States,Drugs,2020-08-07,Warning Letter,609528
3017064999,Canadian Chaga,-,Canada,Drugs,2020-08-06,Warning Letter,609097
3011274338,"Soluciones Cosmeticas, SA de CV",-,Mexico,Drugs,2020-08-04,Warning Letter,609057
3016648114,Genesis 2 Church,Florida,United States,Drugs,2020-08-03,Injunction,330
3017125107,MMStabs.com,-,South Africa,Drugs,2020-08-03,Warning Letter,609461
3010169226,Vapore Llc,California,United States,Drugs,2020-07-30,Warning Letter,608953
3013239969,"TAKA USA, INC. dba Cosmetic Innovations",Texas,United States,Drugs,2020-07-29,Warning Letter,587521
3013537103,COREMEDICA LABORATORIES LLC,Missouri,United States,Devices,2020-07-24,Warning Letter,607832
3016840170,"Fair Price Labs, Inc.",Tennessee,United States,Devices,2020-07-24,Warning Letter,607832
3016851462,"Diagnostic Solutions Laboratory, LLC",Georgia,United States,Devices,2020-07-24,Warning Letter,607885
3009340096,Holistic Health International,Maine,United States,Devices,2020-07-24,Warning Letter,607885
3013537103,COREMEDICA LABORATORIES LLC,Missouri,United States,Devices,2020-07-24,Warning Letter,608757
3017086924,AkivaMed Inc.,New York,United States,Devices,2020-07-24,Warning Letter,609211
3015134033,ACRX Specialty Pharmacy Inc,Nevada,United States,Drugs,2020-07-24,Warning Letter,609518
1250045,The Tender Corporation,New Hampshire,United States,Drugs,2020-07-23,Warning Letter,599789
3016678056,Eskbiochem SA de CV,-,Mexico,Drugs,2020-07-23,Warning Letter,608690
3016790509,21st Century LaserMed Pain Institute,California,United States,Biologics,2020-07-21,Warning Letter,607654
3016816960,Pharmaboosters.com,-,Russia,Drugs,2020-07-15,Warning Letter,607929
3002808161,Signa S.A. de C.V.,-,Mexico,Drugs,2020-07-14,Warning Letter,605219
3013559620,"Eosera, Inc.",Texas,United States,Drugs,2020-07-13,Warning Letter,605500
3016998483,Kegan Wellness,-,India,Drugs,2020-07-13,Warning Letter,608737
3017038895,Health Beauty Love,Florida,United States,Drugs,2020-07-10,Warning Letter,608979
1000160561,"Stason Pharmaceuticals, Inc.",California,United States,Drugs,2020-07-08,Warning Letter,604889
3017023712,Ionogen,Tennessee,United States,Drugs,2020-07-07,Warning Letter,608909
3007615976,"Shen Clinic, LLC.",California,United States,Drugs,2020-07-06,Warning Letter,607637
3006211158,Butterfly Expressions Llc,Idaho,United States,Drugs,2020-07-06,Warning Letter,608567
3016986351,SinoTradition.com,-,China,Drugs,2020-07-06,Warning Letter,608643
3016994540,Lotus Herbal Supplements,Oregon,United States,Drugs,2020-07-06,Warning Letter,608658
3016994542,"Shijiazhuang Yiling Pharmaceutical Agent US, LLC",Oregon,United States,Drugs,2020-07-06,Warning Letter,608658
3016994563,Lianhuaqingwencaps.com,South Carolina,United States,Drugs,2020-07-06,Warning Letter,608667
3012937475,"Front Door Pharmacy, LLC dba Pure Pharmacy (Pure Pharmaceuticals)",Texas,United States,Drugs,2020-07-01,Warning Letter,608461
3016994610,Center for Wellness and Integrative Medicine,California,United States,Drugs,2020-06-30,Warning Letter,608693
3012085912,Epro E-Commerce Limited,-,-,Devices,2020-06-29,Warning Letter,607657
3006028115,Luminex Corporation,Illinois,United States,Devices,2020-06-26,Warning Letter,606267
3002524000,Luminex Corporation,Texas,United States,Devices,2020-06-26,Warning Letter,606267
3016946652,"Nuance Health, LLC",Florida,United States,Drugs,2020-06-26,Warning Letter,608405
3016986325,Loyal Great International Ltd.,-,-,Drugs,2020-06-26,Warning Letter,608633
3016946642,Curativa Bay Corporation,Florida,United States,Drugs,2020-06-25,Warning Letter,608406
3008420443,"Homeocare Laboratories, Inc.",New York,United States,Drugs,2020-06-22,Warning Letter,603532
3006489197,"Washington Homeopathic Products, Inc.",West Virginia,United States,Drugs,2020-06-19,Warning Letter,589823
3016860064,North Isle Wellness Center,New York,United States,Drugs,2020-06-19,Warning Letter,607947
3016936972,Project 1600 Inc.,New York,United States,Drugs,2020-06-18,Warning Letter,608349
3015658387,Vega Life Sciences,-,India,Drugs,2020-06-17,Warning Letter,604469
3016823995,Modern Allergy Management LLC dba Direct Med Solutions LLC,Florida,United States,Devices,2020-06-17,Warning Letter,607769
3016693336,KBMO DIAGNOSTICS,Massachusetts,United States,Devices,2020-06-17,Warning Letter,607822
3016810062,antibodiescheck.com,-,United Arab Emirates,Devices,2020-06-16,Warning Letter,607681
3016823857,Sonrisa Family Dental dba www.mycovidtest19.com,Illinois,United States,Devices,2020-06-16,Warning Letter,607748
3015617746,Assurance Infusion,Texas,United States,Drugs,2020-06-12,Warning Letter,608360
3015908524,Hevert Pharmaceuticals LLC USA,Colorado,United States,Drugs,2020-06-11,Warning Letter,594842
3010033797,8046255 Canada Inc. DBA Viatrexx,-,Canada,Drugs,2020-06-11,Warning Letter,596178
1626962,"Medinatura New Mexico, inc.",New Mexico,United States,Drugs,2020-06-11,Warning Letter,596269
3007386694,World Health Advanced Technologies Ltd,Florida,United States,Drugs,2020-06-11,Warning Letter,598247
1824619,"Centurion Medical Products, LP",Michigan,United States,Devices,2020-06-11,Warning Letter,598837
3008403546,"Centurion Medical Products, LP",Michigan,United States,Devices,2020-06-11,Warning Letter,598837
3004664162,Takeda Pharmaceutical Company Limited,-,Japan,Drugs,2020-06-10,Warning Letter,603596
3016792440,Medakit Ltd,-,-,Devices,2020-06-10,Warning Letter,607603
3016920027,www.outoftheboxremedies.com,-,Israel,Drugs,2020-06-10,Warning Letter,608263
3010924627,Mandell's Clinical Pharmacy,New Jersey,United States,Drugs,2020-06-10,Warning Letter,608320
3001236129,Klarity Medical Products LLC,Ohio,United States,Devices,2020-06-08,Warning Letter,606982
3016820952,organic-beauty-recipes.com,-,Canada,Drugs,2020-06-08,Warning Letter,607753
3000279201,Creation Technologies Ltd,-,Canada,Devices,2020-06-05,Warning Letter,608364
3009127876,The Compounding Pharmacy,North Carolina,United States,Drugs,2020-06-05,Warning Letter,608400
3013913234,EUCYT Laboratories LLC,Nevada,United States,Biologics,2020-06-04,Warning Letter,607182
3014539004,CMC Enterprise Pharmacy,North Carolina,United States,Drugs,2020-06-04,Warning Letter,608036
3011893599,"Auro Pharmacies, Inc.",California,United States,Drugs,2020-06-03,Warning Letter,608369
3003878590,Cosmaceutical Research Lab Inc.,-,Canada,Drugs,2020-05-29,Warning Letter,600121
3016790283,"Quadrant Sales & Marketing, Inc.",Florida,United States,Drugs,2020-05-28,Warning Letter,607625
3016824094,StayWell Copper Products,Colorado,United States,Drugs,2020-05-28,Warning Letter,607773
3016716640,Alternavita,Arizona,United States,Drugs,2020-05-26,Warning Letter,607147
3016733557,CBD Gaze,Puerto Rico,United States,Drugs,2020-05-26,Warning Letter,607299
3016820731,Musthavemom.com,Arizona,United States,Drugs,2020-05-26,Warning Letter,607749
3016821016,"Careful Cents, LLC",Colorado,United States,Drugs,2020-05-26,Warning Letter,607756
3008514611,North Coast Biologics,Washington,United States,Biologics,2020-05-21,Warning Letter,607532
3016826481,Apollo Holding LLC,South Carolina,United States,Drugs,2020-05-21,Warning Letter,607807
3016718098,SpiceTac,Florida,United States,Drugs,2020-05-19,Warning Letter,607144
3016820971,"Life Unlearned, LLC",Colorado,United States,Drugs,2020-05-19,Warning Letter,607754
3016815963,Chloroquineonline.com,-,China,Drugs,2020-05-18,Warning Letter,607725
2627511,"Fenwal International, Inc.",Puerto Rico,United States,Biologics,2020-05-15,Warning Letter,603610
3016774529,Noetic Nutraceuticals,Maryland,United States,Drugs,2020-05-15,Warning Letter,607572
3016796235,The Golden Road Kratom,California,United States,Drugs,2020-05-15,Warning Letter,607627
3001295407,"Laboratorios Dentales De Zona Franca,  S.A.",-,Costa Rica,Devices,2020-05-15,Warning Letter,607719
3008342021,Ideal Implant Incorporated,Texas,United States,Devices,2020-05-14,Warning Letter,606103
3016608745,4nrx.md,California,United States,Drugs,2020-05-14,Warning Letter,606115
3016716643,benjaminmcevoy.com,Massachusetts,United States,Drugs,2020-05-14,Warning Letter,607149
3009658676,Montgomery Fertility Center,Maryland,United States,Biologics,2020-05-14,Warning Letter,607345
3003348363,Angiplast Private Limited,-,India,Devices,2020-05-14,Warning Letter,607616
2011068,"Allergan Sales, LLC",California,United States,Devices,2020-05-14,Warning Letter,607690
3016819761,White Eagle Native Herbs,Arizona,United States,Drugs,2020-05-14,Warning Letter,607744
3008425092,"Samchundang Pharm Co., Ltd.",-,-,Drugs,2020-05-13,Warning Letter,599255
3016784517,Fusion Health and Vitality LLC,Georgia,United States,Drugs,2020-05-11,Warning Letter,607545
3014710073,"Seanjari Preeti Womb Healing, L.L.C.",South Carolina,United States,Drugs,2020-05-08,Warning Letter,607355
3016790482,Plum Dragon Herbs,Maryland,United States,Drugs,2020-05-08,Warning Letter,607629
3014538924,"Sanit Technologies, LLC dba Durisan",Florida,United States,Drugs,2020-05-07,Warning Letter,606050
3016595998,"AgroTerra, Ltd. dba Patriot Hemp Company",Colorado,United States,Drugs,2020-05-07,Warning Letter,606086
3016622222,WashingtonsLastFrontier.Com,Washington,United States,Drugs,2020-05-07,Warning Letter,606273
3016619648,CHRONIC LYME TREATMENTS,-,Canada,Drugs,2020-05-07,Warning Letter,607094
3014483112,IntegraDose Compounding Services LLC,Minnesota,United States,Drugs,2020-05-06,Warning Letter,592187
3015620544,GlutaGenic,Florida,United States,Drugs,2020-05-06,Warning Letter,607271
3015986368,ALIVE BY NATURE LLC,Florida,United States,Drugs,2020-05-06,Warning Letter,607435
3001744192,Blaine Labs Inc,California,United States,Drugs,2020-05-05,Warning Letter,598733
3011495566,Innovative Biodefense Inc.,California,United States,Drugs,2020-05-04,Injunction,304
3003759643,Indus Medicare Limited,-,India,Devices,2020-05-04,Warning Letter,606159
3013503096,HoneyColony LLC,California,United States,Drugs,2020-05-04,Warning Letter,607346
3011108348,Dr. Dhole's Sushanti Homeopathy Clinic,-,India,Drugs,2020-05-04,Warning Letter,607348
3016608751,Foxroids.com,Arizona,United States,Drugs,2020-04-30,Warning Letter,606131
3014332926,Medlife Pharmacy and Compounding,California,United States,Drugs,2020-04-30,Warning Letter,607417
3016710297,Hopewell Essential Oils,Texas,United States,Drugs,2020-04-27,Warning Letter,607088
3016733542,Santiste Labs LLC,Pennsylvania,United States,Drugs,2020-04-27,Warning Letter,607227
1000208853,International Trading Pharm Lab Inc,New Jersey,United States,Drugs,2020-04-24,Warning Letter,598537
3009167769,Kumar Organic Products Limited,-,India,Drugs,2020-04-23,Warning Letter,598683
3007545534,Prefense LLC,Illinois,United States,Drugs,2020-04-23,Warning Letter,605488
3016608750,Antroids.com,California,United States,Drugs,2020-04-23,Warning Letter,606116
3016608768,Roidsmall.net,California,United States,Drugs,2020-04-23,Warning Letter,606133
3016609914,Emedkit.com,-,India,Drugs,2020-04-23,Warning Letter,606138
3016710767,"Copper Touch, LLC",Minnesota,United States,Drugs,2020-04-21,Warning Letter,607176
3016560460,Homero Corp DBA Natures CBD Oil Distribution,New Hampshire,United States,Drugs,2020-04-20,Warning Letter,605222
3000296486,"Carroll-Baccari, Inc.",Florida,United States,Devices,2020-04-17,Warning Letter,598514
3001451379,"Greiner Bio-One North America, Inc.",North Carolina,United States,Devices,2020-04-16,Warning Letter,606266
3016655220,Nova Botanix LTD dba Cana BD,-,United Kingdom,Drugs,2020-04-16,Warning Letter,606579
3003024060,"Sooil Development Co., Ltd.",-,-,Devices,2020-04-16,Warning Letter,607127
3002808145,Shriram Institute for Industrial Research,-,India,Drugs,2020-04-15,Warning Letter,597629
3010003156,The Art Of Cure,Washington,United States,Drugs,2020-04-15,Warning Letter,606596
3016251538,BIOTA Biosciences LLC,Washington,United States,Drugs,2020-04-14,Warning Letter,605164
3003941934,Earth Angel Oils,Texas,United States,Drugs,2020-04-14,Warning Letter,605752
3012228225,Tenderneeds Fertility LLC,Indiana,United States,Devices,2020-04-13,Warning Letter,603383
3016551424,Alpha Arogya India Pvt. Ltd. (The GBS Group),-,India,Drugs,2020-04-13,Warning Letter,606253
3016661137,Gaia Arise Farms Apothecary,North Carolina,United States,Drugs,2020-04-13,Warning Letter,606668
3016623261,Herbs of Kedem,-,Israel,Drugs,2020-04-10,Warning Letter,606835
3010641852,Free Speech System LLC dba Infowars,Texas,United States,Drugs,2020-04-09,Warning Letter,605802
3026016691,Earthley Wellness,Ohio,United States,Drugs,2020-04-09,Warning Letter,606525
3014461693,HomeChoice Partners dba BioScript Infusion Services,Georgia,United States,Drugs,2020-04-09,Warning Letter,606962
3016527538,NRP Organics Ltd,-,Canada,Drugs,2020-04-08,Warning Letter,606066
3016648114,Genesis 2 Church,Florida,United States,Drugs,2020-04-08,Warning Letter,606459
3016590156,Savvy Holistic Health,North Carolina,United States,Drugs,2020-04-07,Warning Letter,605915
3016655224,CBD Online Store,California,United States,Drugs,2020-04-07,Warning Letter,606587
1221129,Lymol Medical Corporation,Massachusetts,United States,Devices,2020-04-07,Warning Letter,606833
3016598453,"Alternative Health Experts, LLC",California,United States,Drugs,2020-04-06,Warning Letter,605884
3016611689,"Cathay Natural, LLC",Missouri,United States,Drugs,2020-04-06,Warning Letter,606161
3011577681,Ananda Apothecary,Colorado,United States,Drugs,2020-04-06,Warning Letter,606163
3016622737,Native Roots Hemp,Wisconsin,United States,Drugs,2020-04-06,Warning Letter,606247
3016637469,Indigo Naturals,California,United States,Drugs,2020-04-06,Warning Letter,606423
3015417637,"American Fertility Medical Center - Genetic Infertility & Andrology Laboratory, Inc.",California,United States,Biologics,2020-04-02,Warning Letter,605068
3012315020,TMC Acquisitions LLC dba Tailor Made Compounding,Kentucky,United States,Drugs,2020-04-01,Warning Letter,594743
3016601904,Homeomart Indibuy,-,India,Drugs,2020-04-01,Warning Letter,605888
3016602544,Health Mastery Systems DBA Pure Plant Essentials,Oregon,United States,Drugs,2020-04-01,Warning Letter,605890
3016601959,"Gaia's Whole Healing Essentials, LLC",Colorado,United States,Drugs,2020-04-01,Warning Letter,605893
3011785267,Global Treat Srl,-,Romania,Drugs,2020-03-31,Warning Letter,596638
3016620414,NeuroXPF,Nevada,United States,Drugs,2020-03-31,Warning Letter,606236
3014597434,Pet Pharmacy NW LLC,Oregon,United States,Drugs,2020-03-31,Warning Letter,606489
3016601935,JRB Enterprise Group Inc. DBA Anti Aging Bed,South Carolina,United States,Drugs,2020-03-30,Warning Letter,605892
3005364634,FullerLifeC60 LLC,Nevada,United States,Drugs,2020-03-30,Warning Letter,605954
3016610659,Halosense Inc.,-,Canada,Drugs,2020-03-30,Warning Letter,606153
3015850629,University of Kentucky,Kentucky,United States,Devices,2020-03-26,Warning Letter,600258
3013944659,CARAHEALTH,-,Ireland,Drugs,2020-03-26,Warning Letter,605826
3016599797,Corona-cure.com,Arizona,United States,Drugs,2020-03-26,Warning Letter,605875
3008316085,Pfizer Healthcare India Private Limited,-,India,Drugs,2020-03-25,Warning Letter,594972
3015252551,Invitrx Therapeutics Inc.,California,United States,Biologics,2020-03-16,Warning Letter,581182
3014324616,"Hangzhou Linkeweier Daily Chemicals Co., Ltd.",-,China,Drugs,2020-03-13,Warning Letter,595492
1000119582,"Altaire Pharmaceuticals, Inc.",New York,United States,Drugs,2020-03-12,Warning Letter,586153
3014480778,Pharmcore Inc. dba Hallandale Pharmacy,Florida,United States,Drugs,2020-03-11,Warning Letter,605569
3005339091,Windlas Healthcare Private Limited,-,India,Drugs,2020-03-10,Warning Letter,595494
3005947959,DermaPharm A/S,-,Denmark,Drugs,2020-03-10,Warning Letter,596662
3012491944,"Trilogy Laboratories, LLC",Florida,United States,Drugs,2020-03-09,Warning Letter,595087
3011849882,Banco Vida Corp.,Puerto Rico,United States,Biologics,2020-03-09,Warning Letter,597197
3013861086,"Xephyr, LLC dba N-Ergetics",Oklahoma,United States,Drugs,2020-03-06,Warning Letter,604588
3016457658,Vivify Holistic Clinic,-,Canada,Drugs,2020-03-06,Warning Letter,604883
3013874743,COLLOIDAL VITALITY LLC,Florida,United States,Drugs,2020-03-06,Warning Letter,604885
3016548536,Vital Silver,Florida,United States,Drugs,2020-03-06,Warning Letter,604885
3014468707,Gurunanda LLC,California,United States,Drugs,2020-03-06,Warning Letter,604930
3016530400,Quinessence Aromatherapy LTD,-,United Kingdom,Drugs,2020-03-06,Warning Letter,605013
3007557677,E-Care Technology Corp.,-,Taiwan,Devices,2020-03-02,Warning Letter,605117
3014115921,FICOSOTA LTD,-,Bulgaria,Drugs,2020-02-28,Warning Letter,594591
3007184242,"Kennedy, Philip R.",Georgia,United States,Devices,2020-02-27,Warning Letter,597587
3015275715,"James R. Corbett, M.D.",Michigan,United States,Drugs,2020-02-27,Warning Letter,603967
3005073828,California IVF Fertility Center,California,United States,Biologics,2020-02-26,Warning Letter,598552
3014855979,"Natures Rx, LLC",California,United States,Drugs,2020-02-24,Warning Letter,596516
1050658,Mikart LLC,Georgia,United States,Drugs,2020-02-21,Warning Letter,605071
3010166880,"LEESAR, INC",Florida,United States,Drugs,2020-02-18,Warning Letter,544728
3014466792,ESSND GLOBAL,-,India,Drugs,2020-02-14,Warning Letter,595850
3002806673,"Okamoto Rubber Products Co., Ltd.",-,Thailand,Devices,2020-02-14,Warning Letter,604564
3008846564,"Yibin Lihao Bio-technical Co., Ltd.",-,China,Drugs,2020-02-13,Warning Letter,592503
3009223273,JHS SVENDGAARD LABORATORIES LTD,-,India,Drugs,2020-02-13,Warning Letter,593473
3004081307,Cipla Limited,-,India,Drugs,2020-02-12,Warning Letter,597511
1000115518,Biomedix Wai,Minnesota,United States,Devices,2020-02-12,Warning Letter,598171
3002806497,"Bedfont Scientific, Ltd.",-,United Kingdom,Devices,2020-02-12,Warning Letter,604311
3005117563,"KVK-Tech, Inc.",Pennsylvania,United States,Drugs,2020-02-11,Warning Letter,592387
3010165627,"Chemland Co., Ltd.",-,-,Drugs,2020-02-11,Warning Letter,593158
3004723334,"Acino Products, LLC",New Jersey,United States,Drugs,2020-02-10,Warning Letter,589471
3010172486,Philosys Co. Ltd,-,-,Devices,2020-02-05,Warning Letter,582516
1222117,"Unetixs Vascular, Inc.",Rhode Island,United States,Devices,2020-02-04,Warning Letter,598016
3005138409,Steiner Biotechnology LLC,Nevada,United States,Devices,2020-02-03,Warning Letter,592280
3010452718,MANDELAY KFT,-,Hungary,Devices,2020-02-03,Warning Letter,603799
3007544618,"Guangzhou Tinci Materials Technology Co., Ltd.",-,China,Drugs,2020-01-23,Warning Letter,592199
3015339284,CPAPNEA Medical Supply,Arizona,United States,Devices,2020-01-23,Warning Letter,592737
3009449945,Sunstar Guangzhou Ltd.,-,China,Drugs,2020-01-22,Warning Letter,592906
3005783425,"Draeger Medical Systems, Inc.",Massachusetts,United States,Devices,2020-01-17,Warning Letter,596529
1519176,GOJO Industries Inc,Ohio,United States,Drugs,2020-01-17,Warning Letter,599132
3001623034,Dental-Kosmetik GmbH & Co. KG,-,Germany,Drugs,2020-01-16,Warning Letter,591351
3011425900,R & B Medical Group Inc.,California,United States,Biologics,2020-01-16,Warning Letter,596508
3008932054,Tismor Health and Wellness Pty Limited,-,Australia,Drugs,2020-01-15,Warning Letter,588104
3014877770,"Anderson Compounding Pharmacy, Inc. DBA Anderson Compounding Pharmacy",Tennessee,United States,Drugs,2020-01-14,Warning Letter,598303
3015393587,Wave Miami LLC,Pennsylvania,United States,Drugs,2020-01-13,Warning Letter,590422
3009647084,Cosmelab Co Ltd,-,-,Drugs,2020-01-09,Warning Letter,590480
3007628845,"Huaian Zongheng Bio-Tech Co., Ltd",-,China,Drugs,2020-01-09,Warning Letter,590789
3013761135,"Zhuhai Aofute Medical Technology Co., Ltd.",-,China,Drugs,2020-01-09,Warning Letter,590945
3015358337,"James W. Findling, M.D.",Wisconsin,United States,Drugs,2019-12-31,Warning Letter,598944
3009690171,Vevazz LLC,Texas,United States,Devices,2019-12-26,Warning Letter,592118
3003173295,"Apollo Health And Beauty Care, Inc.",-,Canada,Drugs,2019-12-23,Warning Letter,593033
3011897170,Global Medical Technology SL,-,Spain,Devices,2019-12-20,Warning Letter,598226
3008527957,CGA Limited,-,-,Drugs,2019-12-19,Warning Letter,589028
3011524753,"Jiangsu JDC Medical Devices Co., Ltd.",-,China,Devices,2019-12-19,Warning Letter,598340
3013856804,Health Pharma USA LLC,New Jersey,United States,Drugs,2019-12-18,Warning Letter,588155
1000525249,"Cross Brands Contract Filling, LLC",Florida,United States,Drugs,2019-12-17,Warning Letter,589295
3008311641,GPT Pharmaceuticals Private Ltd,-,India,Drugs,2019-12-17,Warning Letter,590938
3012285699,MBB Production Mexico S. de R.L. de C.V.,-,Mexico,Drugs,2019-12-13,Warning Letter,590791
3014268427,Curewave Lasers LLC,Texas,United States,Devices,2019-12-12,Warning Letter,593692
2027600,Soaptronic LLC,California,United States,Drugs,2019-12-12,Warning Letter,596450
3004797270,"Pharmalab Enterprises, Inc.",Florida,United States,Drugs,2019-12-10,Warning Letter,588432
3004153240,Conformis Inc.,Massachusetts,United States,Devices,2019-12-10,Warning Letter,596362
3005404127,Zona Health Inc.,Alabama,United States,Devices,2019-12-06,Warning Letter,584676
3006210769,Wild Child Laboratories Pty Ltd.,-,Australia,Drugs,2019-12-06,Warning Letter,589463
3015381220,Liveyon Labs Inc,California,United States,Biologics,2019-12-05,Warning Letter,588399
3425,USHIO GERMANY GmbH,-,Germany,Devices,2019-12-04,Warning Letter,596106
3009271465,Henan Kangdi Medical Devices Co. Ltd,-,China,Drugs,2019-12-03,Warning Letter,587699
1000513229,"Alkermes, Inc.",Massachusetts,United States,Drugs,2019-12-02,Warning Letter,597260
3008350682,"Ningbo BST Clean and Care Products Co., Ltd",-,China,Drugs,2019-11-27,Warning Letter,587788
1000526875,"Teligent Pharma, Inc.",New Jersey,United States,Drugs,2019-11-26,Warning Letter,587592
